1773899509.600969 server started (4143): version 3.6, socket /tmp/tmux-1001/default, protocol 8
1773899509.600980 on Linux 5.15.0-139-generic #149~20.04.1-Ubuntu SMP Wed Apr 16 08:29:56 UTC 2025
1773899509.600984 using libevent 2.1.12-stable poll
1773899509.600986 using ncurses 6.5 20240427
1773899509.633168 cmd_find_best_session: 0 sessions to try
1773899509.633169 cmd_find_current_client: no target, return (nil)
1773899509.633170 cmd_find_best_session: 0 sessions to try
1773899509.633172 cmd_find_best_session: 0 sessions to try
1773899509.633174 key_bindings_add: 0x71 q = send-keys -X cancel
1773899509.633176 cmd_find_best_session: 0 sessions to try
1773899509.633178 cmdq_next <global>: [bind-key/0x55b5d87da330] (0), flags 0
1773899509.633181 cmdq_fire_command <global>: (1603) bind-key -T copy-mode r { send-keys -X refresh-from-pane }
1773899509.633183 cmd_find_best_session: 0 sessions to try
1773899509.633184 cmd_find_current_client: no target, return (nil)
1773899509.633187 cmd_find_best_session: 0 sessions to try
1773899509.633189 cmd_find_current_client: no target, return (nil)
1773899509.633190 cmd_find_best_session: 0 sessions to try
1773899509.633191 cmd_find_best_session: 0 sessions to try
1773899509.633194 key_bindings_add: 0x72 r = send-keys -X refresh-from-pane
1773899509.633196 cmd_find_best_session: 0 sessions to try
1773899509.633198 cmdq_next <global>: [bind-key/0x55b5d87db610] (0), flags 0
1773899509.633203 cmdq_fire_command <global>: (1611) bind-key -T copy-mode t { command-prompt -1 -p "(jump to forward)" { send-keys -X jump-to-forward -- "%%" } }
1773899509.633205 cmd_find_best_session: 0 sessions to try
1773899509.633206 cmd_find_current_client: no target, return (nil)
1773899509.633208 cmd_find_best_session: 0 sessions to try
1773899509.633209 cmd_find_current_client: no target, return (nil)
1773899509.633210 cmd_find_best_session: 0 sessions to try
1773899509.633212 cmd_find_best_session: 0 sessions to try
1773899509.633216 key_bindings_add: 0x74 t = command-prompt -1 -p "(jump to forward)" { send-keys -X jump-to-forward -- "%%" }
1773899509.633218 cmd_find_best_session: 0 sessions to try
1773899509.633220 cmdq_next <global>: [bind-key/0x55b5d87dae30] (0), flags 0
1773899509.633223 cmdq_fire_command <global>: (1623) bind-key -T copy-mode Home { send-keys -X start-of-line }
1773899509.633225 cmd_find_best_session: 0 sessions to try
1773899509.633226 cmd_find_current_client: no target, return (nil)
1773899509.633228 cmd_find_best_session: 0 sessions to try
1773899509.633229 cmd_find_current_client: no target, return (nil)
1773899509.633230 cmd_find_best_session: 0 sessions to try
1773899509.633232 cmd_find_best_session: 0 sessions to try
1773899509.633234 key_bindings_add: 0x10e269 Home = send-keys -X start-of-line
1773899509.633236 cmd_find_best_session: 0 sessions to try
1773899509.633238 cmdq_next <global>: [bind-key/0x55b5d87daa70] (0), flags 0
1773899509.633241 cmdq_fire_command <global>: (1631) bind-key -T copy-mode End { send-keys -X end-of-line }
1773899509.633243 cmd_find_best_session: 0 sessions to try
1773899509.633244 cmd_find_current_client: no target, return (nil)
1773899509.633245 cmd_find_best_session: 0 sessions to try
1773899509.633247 cmd_find_current_client: no target, return (nil)
1773899509.633248 cmd_find_best_session: 0 sessions to try
1773899509.633250 cmd_find_best_session: 0 sessions to try
1773899509.633252 key_bindings_add: 0x10e26a End = send-keys -X end-of-line
1773899509.633254 cmd_find_best_session: 0 sessions to try
1773899509.633256 cmdq_next <global>: [bind-key/0x55b5d87dba50] (0), flags 0
1773899509.633259 cmdq_fire_command <global>: (1639) bind-key -T copy-mode MouseDown1Pane select-pane
1773899509.633260 cmd_find_best_session: 0 sessions to try
1773899509.633262 cmd_find_current_client: no target, return (nil)
1773899509.633263 cmd_find_best_session: 0 sessions to try
1773899509.633265 cmd_find_current_client: no target, return (nil)
1773899509.633266 cmd_find_best_session: 0 sessions to try
1773899509.633267 cmd_find_best_session: 0 sessions to try
1773899509.633278 yylex_token: end at EOF
1773899509.633280 yylex_token: select-pane
1773899509.633282 cmd_parse_build_commands 0:0: select-pane
1773899509.633285 args_parse: flags end at 1 of 1
1773899509.633287 cmd_parse_build_commands: select-pane
1773899509.633290 key_bindings_add: 0x10e011 MouseDown1Pane = select-pane
1773899509.633291 cmd_find_best_session: 0 sessions to try
1773899509.633293 cmdq_next <global>: [bind-key/0x55b5d87dc350] (0), flags 0
1773899509.633297 cmdq_fire_command <global>: (1643) bind-key -T copy-mode MouseDrag1Pane { select-pane ; send-keys -X begin-selection }
1773899509.633299 cmd_find_best_session: 0 sessions to try
1773899509.633300 cmd_find_current_client: no target, return (nil)
1773899509.633302 cmd_find_best_session: 0 sessions to try
1773899509.633303 cmd_find_current_client: no target, return (nil)
1773899509.633305 cmd_find_best_session: 0 sessions to try
1773899509.633306 cmd_find_best_session: 0 sessions to try
1773899509.633313 key_bindings_add: 0x10e0b3 MouseDrag1Pane = select-pane ; send-keys -X begin-selection
1773899509.633314 cmd_find_best_session: 0 sessions to try
1773899509.633316 cmdq_next <global>: [bind-key/0x55b5d87dc800] (0), flags 0
1773899509.633320 cmdq_fire_command <global>: (1652) bind-key -T copy-mode MouseDragEnd1Pane { send-keys -X copy-pipe-and-cancel }
1773899509.633321 cmd_find_best_session: 0 sessions to try
1773899509.633323 cmd_find_current_client: no target, return (nil)
1773899509.633324 cmd_find_best_session: 0 sessions to try
1773899509.633326 cmd_find_current_client: no target, return (nil)
1773899509.633327 cmd_find_best_session: 0 sessions to try
1773899509.633328 cmd_find_best_session: 0 sessions to try
1773899509.633333 key_bindings_add: 0x10e104 MouseDragEnd1Pane = send-keys -X copy-pipe-and-cancel
1773899509.633335 cmd_find_best_session: 0 sessions to try
1773899509.633337 cmdq_next <global>: [bind-key/0x55b5d87dd2f0] (0), flags 0
1773899509.633341 cmdq_fire_command <global>: (1660) bind-key -T copy-mode WheelUpPane { select-pane ; send-keys -X -N 5 scroll-up }
1773899509.633343 cmd_find_best_session: 0 sessions to try
1773899509.633344 cmd_find_current_client: no target, return (nil)
1773899509.633345 cmd_find_best_session: 0 sessions to try
1773899509.633347 cmd_find_current_client: no target, return (nil)
1773899509.633348 cmd_find_best_session: 0 sessions to try
1773899509.633349 cmd_find_best_session: 0 sessions to try
1773899509.633355 key_bindings_add: 0x10e155 WheelUpPane = select-pane ; send-keys -X -N 5 scroll-up
1773899509.633357 cmd_find_best_session: 0 sessions to try
1773899509.633358 cmdq_next <global>: [bind-key/0x55b5d87dd920] (0), flags 0
1773899509.633362 cmdq_fire_command <global>: (1669) bind-key -T copy-mode WheelDownPane { select-pane ; send-keys -X -N 5 scroll-down }
1773899509.633364 cmd_find_best_session: 0 sessions to try
1773899509.633365 cmd_find_current_client: no target, return (nil)
1773899509.633367 cmd_find_best_session: 0 sessions to try
1773899509.633368 cmd_find_current_client: no target, return (nil)
1773899509.633370 cmd_find_best_session: 0 sessions to try
1773899509.633371 cmd_find_best_session: 0 sessions to try
1773899509.633376 key_bindings_add: 0x10e15e WheelDownPane = select-pane ; send-keys -X -N 5 scroll-down
1773899509.633378 cmd_find_best_session: 0 sessions to try
1773899509.633379 cmdq_next <global>: [bind-key/0x55b5d87d8ff0] (0), flags 0
1773899509.633385 cmdq_fire_command <global>: (1678) bind-key -T copy-mode DoubleClick1Pane { select-pane ; send-keys -X select-word ; run-shell -d 0.3 ; send-keys -X copy-pipe-and-cancel }
1773899509.633387 cmd_find_best_session: 0 sessions to try
1773899509.633388 cmd_find_current_client: no target, return (nil)
1773899509.633390 cmd_find_best_session: 0 sessions to try
1773899509.633391 cmd_find_current_client: no target, return (nil)
1773899509.633392 cmd_find_best_session: 0 sessions to try
1773899509.633394 cmd_find_best_session: 0 sessions to try
1773899509.633401 key_bindings_add: 0x10e1b8 DoubleClick1Pane = select-pane ; send-keys -X select-word ; run-shell -d 0.3 ; send-keys -X copy-pipe-and-cancel
1773899509.633402 cmd_find_best_session: 0 sessions to try
1773899509.633404 cmdq_next <global>: [bind-key/0x55b5d87deb60] (0), flags 0
1773899509.633410 cmdq_fire_command <global>: (1689) bind-key -T copy-mode TripleClick1Pane { select-pane ; send-keys -X select-line ; run-shell -d 0.3 ; send-keys -X copy-pipe-and-cancel }
1773899509.633411 cmd_find_best_session: 0 sessions to try
1773899509.633413 cmd_find_current_client: no target, return (nil)
1773899509.633414 cmd_find_best_session: 0 sessions to try
1773899509.633415 cmd_find_current_client: no target, return (nil)
1773899509.633417 cmd_find_best_session: 0 sessions to try
1773899509.633418 cmd_find_best_session: 0 sessions to try
1773899509.633426 key_bindings_add: 0x10e209 TripleClick1Pane = select-pane ; send-keys -X select-line ; run-shell -d 0.3 ; send-keys -X copy-pipe-and-cancel
1773899509.633427 cmd_find_best_session: 0 sessions to try
1773899509.633431 cmdq_next <global>: [bind-key/0x55b5d87dea30] (0), flags 0
1773899509.633434 cmdq_fire_command <global>: (1700) bind-key -T copy-mode NPage { send-keys -X page-down }
1773899509.633436 cmd_find_best_session: 0 sessions to try
1773899509.633437 cmd_find_current_client: no target, return (nil)
1773899509.633439 cmd_find_best_session: 0 sessions to try
1773899509.633440 cmd_find_current_client: no target, return (nil)
1773899509.633441 cmd_find_best_session: 0 sessions to try
1773899509.633443 cmd_find_best_session: 0 sessions to try
1773899509.633445 key_bindings_add: 0x10e26b NPage = send-keys -X page-down
1773899509.633447 cmd_find_best_session: 0 sessions to try
1773899509.633449 cmdq_next <global>: [bind-key/0x55b5d87df000] (0), flags 0
1773899509.633452 cmdq_fire_command <global>: (1708) bind-key -T copy-mode PPage { send-keys -X page-up }
1773899509.633453 cmd_find_best_session: 0 sessions to try
1773899509.633455 cmd_find_current_client: no target, return (nil)
1773899509.633456 cmd_find_best_session: 0 sessions to try
1773899509.633458 cmd_find_current_client: no target, return (nil)
1773899509.633459 cmd_find_best_session: 0 sessions to try
1773899509.633460 cmd_find_best_session: 0 sessions to try
1773899509.633463 key_bindings_add: 0x10e26c PPage = send-keys -X page-up
1773899509.633464 cmd_find_best_session: 0 sessions to try
1773899509.633466 cmdq_next <global>: [bind-key/0x55b5d87df260] (0), flags 0
1773899509.633469 cmdq_fire_command <global>: (1716) bind-key -T copy-mode Up { send-keys -X cursor-up }
1773899509.633471 cmd_find_best_session: 0 sessions to try
1773899509.633472 cmd_find_current_client: no target, return (nil)
1773899509.633473 cmd_find_best_session: 0 sessions to try
1773899509.633475 cmd_find_current_client: no target, return (nil)
1773899509.633476 cmd_find_best_session: 0 sessions to try
1773899509.633478 cmd_find_best_session: 0 sessions to try
1773899509.633480 key_bindings_add: 0x10e26e Up = send-keys -X cursor-up
1773899509.633482 cmd_find_best_session: 0 sessions to try
1773899509.633484 cmdq_next <global>: [bind-key/0x55b5d87df620] (0), flags 0
1773899509.633487 cmdq_fire_command <global>: (1724) bind-key -T copy-mode Down { send-keys -X cursor-down }
1773899509.633489 cmd_find_best_session: 0 sessions to try
1773899509.633490 cmd_find_current_client: no target, return (nil)
1773899509.633491 cmd_find_best_session: 0 sessions to try
1773899509.633493 cmd_find_current_client: no target, return (nil)
1773899509.633494 cmd_find_best_session: 0 sessions to try
1773899509.633496 cmd_find_best_session: 0 sessions to try
1773899509.633499 key_bindings_add: 0x10e26f Down = send-keys -X cursor-down
1773899509.633500 cmd_find_best_session: 0 sessions to try
1773899509.633502 cmdq_next <global>: [bind-key/0x55b5d87dfc90] (0), flags 0
1773899509.633505 cmdq_fire_command <global>: (1732) bind-key -T copy-mode Left { send-keys -X cursor-left }
1773899509.633507 cmd_find_best_session: 0 sessions to try
1773899509.633508 cmd_find_current_client: no target, return (nil)
1773899509.633509 cmd_find_best_session: 0 sessions to try
1773899509.633511 cmd_find_current_client: no target, return (nil)
1773899509.633512 cmd_find_best_session: 0 sessions to try
1773899509.633513 cmd_find_best_session: 0 sessions to try
1773899509.633516 key_bindings_add: 0x10e270 Left = send-keys -X cursor-left
1773899509.633518 cmd_find_best_session: 0 sessions to try
1773899509.633520 cmdq_next <global>: [bind-key/0x55b5d87e0310] (0), flags 0
1773899509.633523 cmdq_fire_command <global>: (1740) bind-key -T copy-mode Right { send-keys -X cursor-right }
1773899509.633524 cmd_find_best_session: 0 sessions to try
1773899509.633526 cmd_find_current_client: no target, return (nil)
1773899509.633527 cmd_find_best_session: 0 sessions to try
1773899509.633529 cmd_find_current_client: no target, return (nil)
1773899509.633530 cmd_find_best_session: 0 sessions to try
1773899509.633531 cmd_find_best_session: 0 sessions to try
1773899509.633534 key_bindings_add: 0x10e271 Right = send-keys -X cursor-right
1773899509.633537 cmd_find_best_session: 0 sessions to try
1773899509.633539 cmdq_next <global>: [bind-key/0x55b5d87e10e0] (0), flags 0
1773899509.633545 cmdq_fire_command <global>: (1748) bind-key -T copy-mode M-1 { command-prompt -N -I 1 -p (repeat) { send-keys -N "%%" } }
1773899509.633546 cmd_find_best_session: 0 sessions to try
1773899509.633548 cmd_find_current_client: no target, return (nil)
1773899509.633549 cmd_find_best_session: 0 sessions to try
1773899509.633551 cmd_find_current_client: no target, return (nil)
1773899509.633552 cmd_find_best_session: 0 sessions to try
1773899509.633553 cmd_find_best_session: 0 sessions to try
1773899509.633558 key_bindings_add: 0x100000000031 M-1 = command-prompt -N -I 1 -p (repeat) { send-keys -N "%%" }
1773899509.633559 cmd_find_best_session: 0 sessions to try
1773899509.633561 cmdq_next <global>: [bind-key/0x55b5d87e1a60] (0), flags 0
1773899509.633566 cmdq_fire_command <global>: (1760) bind-key -T copy-mode M-2 { command-prompt -N -I 2 -p (repeat) { send-keys -N "%%" } }
1773899509.633567 cmd_find_best_session: 0 sessions to try
1773899509.633569 cmd_find_current_client: no target, return (nil)
1773899509.633570 cmd_find_best_session: 0 sessions to try
1773899509.633572 cmd_find_current_client: no target, return (nil)
1773899509.633573 cmd_find_best_session: 0 sessions to try
1773899509.633574 cmd_find_best_session: 0 sessions to try
1773899509.633578 key_bindings_add: 0x100000000032 M-2 = command-prompt -N -I 2 -p (repeat) { send-keys -N "%%" }
1773899509.633580 cmd_find_best_session: 0 sessions to try
1773899509.633582 cmdq_next <global>: [bind-key/0x55b5d87e21f0] (0), flags 0
1773899509.633586 cmdq_fire_command <global>: (1772) bind-key -T copy-mode M-3 { command-prompt -N -I 3 -p (repeat) { send-keys -N "%%" } }
1773899509.633588 cmd_find_best_session: 0 sessions to try
1773899509.633589 cmd_find_current_client: no target, return (nil)
1773899509.633591 cmd_find_best_session: 0 sessions to try
1773899509.633592 cmd_find_current_client: no target, return (nil)
1773899509.633593 cmd_find_best_session: 0 sessions to try
1773899509.633595 cmd_find_best_session: 0 sessions to try
1773899509.633599 key_bindings_add: 0x100000000033 M-3 = command-prompt -N -I 3 -p (repeat) { send-keys -N "%%" }
1773899509.633600 cmd_find_best_session: 0 sessions to try
1773899509.633602 cmdq_next <global>: [bind-key/0x55b5d87e2980] (0), flags 0
1773899509.633606 cmdq_fire_command <global>: (1784) bind-key -T copy-mode M-4 { command-prompt -N -I 4 -p (repeat) { send-keys -N "%%" } }
1773899509.633608 cmd_find_best_session: 0 sessions to try
1773899509.633609 cmd_find_current_client: no target, return (nil)
1773899509.633611 cmd_find_best_session: 0 sessions to try
1773899509.633612 cmd_find_current_client: no target, return (nil)
1773899509.633613 cmd_find_best_session: 0 sessions to try
1773899509.633615 cmd_find_best_session: 0 sessions to try
1773899509.633618 key_bindings_add: 0x100000000034 M-4 = command-prompt -N -I 4 -p (repeat) { send-keys -N "%%" }
1773899509.633620 cmd_find_best_session: 0 sessions to try
1773899509.633622 cmdq_next <global>: [bind-key/0x55b5d87e3270] (0), flags 0
1773899509.633626 cmdq_fire_command <global>: (1796) bind-key -T copy-mode M-5 { command-prompt -N -I 5 -p (repeat) { send-keys -N "%%" } }
1773899509.633628 cmd_find_best_session: 0 sessions to try
1773899509.633629 cmd_find_current_client: no target, return (nil)
1773899509.633631 cmd_find_best_session: 0 sessions to try
1773899509.633632 cmd_find_current_client: no target, return (nil)
1773899509.633633 cmd_find_best_session: 0 sessions to try
1773899509.633635 cmd_find_best_session: 0 sessions to try
1773899509.633639 key_bindings_add: 0x100000000035 M-5 = command-prompt -N -I 5 -p (repeat) { send-keys -N "%%" }
1773899509.633640 cmd_find_best_session: 0 sessions to try
1773899509.633642 cmdq_next <global>: [bind-key/0x55b5d87e2c90] (0), flags 0
1773899509.633646 cmdq_fire_command <global>: (1808) bind-key -T copy-mode M-6 { command-prompt -N -I 6 -p (repeat) { send-keys -N "%%" } }
1773899509.633650 cmd_find_best_session: 0 sessions to try
1773899509.633651 cmd_find_current_client: no target, return (nil)
1773899509.633653 cmd_find_best_session: 0 sessions to try
1773899509.633654 cmd_find_current_client: no target, return (nil)
1773899509.633655 cmd_find_best_session: 0 sessions to try
1773899509.633657 cmd_find_best_session: 0 sessions to try
1773899509.633661 key_bindings_add: 0x100000000036 M-6 = command-prompt -N -I 6 -p (repeat) { send-keys -N "%%" }
1773899509.633662 cmd_find_best_session: 0 sessions to try
1773899509.633664 cmdq_next <global>: [bind-key/0x55b5d87e3370] (0), flags 0
1773899509.633668 cmdq_fire_command <global>: (1820) bind-key -T copy-mode M-7 { command-prompt -N -I 7 -p (repeat) { send-keys -N "%%" } }
1773899509.633670 cmd_find_best_session: 0 sessions to try
1773899509.633671 cmd_find_current_client: no target, return (nil)
1773899509.633673 cmd_find_best_session: 0 sessions to try
1773899509.633674 cmd_find_current_client: no target, return (nil)
1773899509.633675 cmd_find_best_session: 0 sessions to try
1773899509.633677 cmd_find_best_session: 0 sessions to try
1773899509.633681 key_bindings_add: 0x100000000037 M-7 = command-prompt -N -I 7 -p (repeat) { send-keys -N "%%" }
1773899509.633682 cmd_find_best_session: 0 sessions to try
1773899509.633684 cmdq_next <global>: [bind-key/0x55b5d87e3830] (0), flags 0
1773899509.633688 cmdq_fire_command <global>: (1832) bind-key -T copy-mode M-8 { command-prompt -N -I 8 -p (repeat) { send-keys -N "%%" } }
1773899509.633690 cmd_find_best_session: 0 sessions to try
1773899509.633691 cmd_find_current_client: no target, return (nil)
1773899509.633693 cmd_find_best_session: 0 sessions to try
1773899509.633694 cmd_find_current_client: no target, return (nil)
1773899509.633695 cmd_find_best_session: 0 sessions to try
1773899509.633697 cmd_find_best_session: 0 sessions to try
1773899509.633700 key_bindings_add: 0x100000000038 M-8 = command-prompt -N -I 8 -p (repeat) { send-keys -N "%%" }
1773899509.633702 cmd_find_best_session: 0 sessions to try
1773899509.633704 cmdq_next <global>: [bind-key/0x55b5d87e3cf0] (0), flags 0
1773899509.633708 cmdq_fire_command <global>: (1844) bind-key -T copy-mode M-9 { command-prompt -N -I 9 -p (repeat) { send-keys -N "%%" } }
1773899509.633710 cmd_find_best_session: 0 sessions to try
1773899509.633711 cmd_find_current_client: no target, return (nil)
1773899509.633713 cmd_find_best_session: 0 sessions to try
1773899509.633714 cmd_find_current_client: no target, return (nil)
1773899509.633715 cmd_find_best_session: 0 sessions to try
1773899509.633717 cmd_find_best_session: 0 sessions to try
1773899509.633720 key_bindings_add: 0x100000000039 M-9 = command-prompt -N -I 9 -p (repeat) { send-keys -N "%%" }
1773899509.633722 cmd_find_best_session: 0 sessions to try
1773899509.633724 cmdq_next <global>: [bind-key/0x55b5d87e4400] (0), flags 0
1773899509.633727 cmdq_fire_command <global>: (1856) bind-key -T copy-mode M-< { send-keys -X history-top }
1773899509.633728 cmd_find_best_session: 0 sessions to try
1773899509.633730 cmd_find_current_client: no target, return (nil)
1773899509.633731 cmd_find_best_session: 0 sessions to try
1773899509.633733 cmd_find_current_client: no target, return (nil)
1773899509.633734 cmd_find_best_session: 0 sessions to try
1773899509.633735 cmd_find_best_session: 0 sessions to try
1773899509.633738 key_bindings_add: 0x10000000003c M-< = send-keys -X history-top
1773899509.633740 cmd_find_best_session: 0 sessions to try
1773899509.633742 cmdq_next <global>: [bind-key/0x55b5d87e4820] (0), flags 0
1773899509.633745 cmdq_fire_command <global>: (1864) bind-key -T copy-mode M-> { send-keys -X history-bottom }
1773899509.633746 cmd_find_best_session: 0 sessions to try
1773899509.633748 cmd_find_current_client: no target, return (nil)
1773899509.633749 cmd_find_best_session: 0 sessions to try
1773899509.633751 cmd_find_current_client: no target, return (nil)
1773899509.633752 cmd_find_best_session: 0 sessions to try
1773899509.633753 cmd_find_best_session: 0 sessions to try
1773899509.633756 key_bindings_add: 0x10000000003e M-> = send-keys -X history-bottom
1773899509.633759 cmd_find_best_session: 0 sessions to try
1773899509.633761 cmdq_next <global>: [bind-key/0x55b5d87e4980] (0), flags 0
1773899509.633764 cmdq_fire_command <global>: (1872) bind-key -T copy-mode M-R { send-keys -X top-line }
1773899509.633766 cmd_find_best_session: 0 sessions to try
1773899509.633767 cmd_find_current_client: no target, return (nil)
1773899509.633769 cmd_find_best_session: 0 sessions to try
1773899509.633770 cmd_find_current_client: no target, return (nil)
1773899509.633771 cmd_find_best_session: 0 sessions to try
1773899509.633773 cmd_find_best_session: 0 sessions to try
1773899509.633776 key_bindings_add: 0x100000000052 M-R = send-keys -X top-line
1773899509.633777 cmd_find_best_session: 0 sessions to try
1773899509.633779 cmdq_next <global>: [bind-key/0x55b5d87e4b30] (0), flags 0
1773899509.633782 cmdq_fire_command <global>: (1880) bind-key -T copy-mode M-b { send-keys -X previous-word }
1773899509.633784 cmd_find_best_session: 0 sessions to try
1773899509.633785 cmd_find_current_client: no target, return (nil)
1773899509.633787 cmd_find_best_session: 0 sessions to try
1773899509.633788 cmd_find_current_client: no target, return (nil)
1773899509.633789 cmd_find_best_session: 0 sessions to try
1773899509.633791 cmd_find_best_session: 0 sessions to try
1773899509.633793 key_bindings_add: 0x100000000062 M-b = send-keys -X previous-word
1773899509.633795 cmd_find_best_session: 0 sessions to try
1773899509.633797 cmdq_next <global>: [bind-key/0x55b5d87e5520] (0), flags 0
1773899509.633800 cmdq_fire_command <global>: (1888) bind-key -T copy-mode C-M-b { send-keys -X previous-matching-bracket }
1773899509.633802 cmd_find_best_session: 0 sessions to try
1773899509.633803 cmd_find_current_client: no target, return (nil)
1773899509.633805 cmd_find_best_session: 0 sessions to try
1773899509.633806 cmd_find_current_client: no target, return (nil)
1773899509.633808 cmd_find_best_session: 0 sessions to try
1773899509.633809 cmd_find_best_session: 0 sessions to try
1773899509.633812 key_bindings_add: 0x300000000062 C-M-b = send-keys -X previous-matching-bracket
1773899509.633814 cmd_find_best_session: 0 sessions to try
1773899509.633815 cmdq_next <global>: [bind-key/0x55b5d87e53f0] (0), flags 0
1773899509.633819 cmdq_fire_command <global>: (1896) bind-key -T copy-mode M-f { send-keys -X next-word-end }
1773899509.633820 cmd_find_best_session: 0 sessions to try
1773899509.633822 cmd_find_current_client: no target, return (nil)
1773899509.633823 cmd_find_best_session: 0 sessions to try
1773899509.633824 cmd_find_current_client: no target, return (nil)
1773899509.633826 cmd_find_best_session: 0 sessions to try
1773899509.633827 cmd_find_best_session: 0 sessions to try
1773899509.633830 key_bindings_add: 0x100000000066 M-f = send-keys -X next-word-end
1773899509.633831 cmd_find_best_session: 0 sessions to try
1773899509.633833 cmdq_next <global>: [bind-key/0x55b5d87e5e40] (0), flags 0
1773899509.633837 cmdq_fire_command <global>: (1904) bind-key -T copy-mode C-M-f { send-keys -X next-matching-bracket }
1773899509.633838 cmd_find_best_session: 0 sessions to try
1773899509.633840 cmd_find_current_client: no target, return (nil)
1773899509.633841 cmd_find_best_session: 0 sessions to try
1773899509.633842 cmd_find_current_client: no target, return (nil)
1773899509.633844 cmd_find_best_session: 0 sessions to try
1773899509.633845 cmd_find_best_session: 0 sessions to try
1773899509.633848 key_bindings_add: 0x300000000066 C-M-f = send-keys -X next-matching-bracket
1773899509.633850 cmd_find_best_session: 0 sessions to try
1773899509.633852 cmdq_next <global>: [bind-key/0x55b5d87e5790] (0), flags 0
1773899509.633855 cmdq_fire_command <global>: (1912) bind-key -T copy-mode M-m { send-keys -X back-to-indentation }
1773899509.633857 cmd_find_best_session: 0 sessions to try
1773899509.633858 cmd_find_current_client: no target, return (nil)
1773899509.633859 cmd_find_best_session: 0 sessions to try
1773899509.633861 cmd_find_current_client: no target, return (nil)
1773899509.633865 cmd_find_best_session: 0 sessions to try
1773899509.633866 cmd_find_best_session: 0 sessions to try
1773899509.633869 key_bindings_add: 0x10000000006d M-m = send-keys -X back-to-indentation
1773899509.633871 cmd_find_best_session: 0 sessions to try
1773899509.633873 cmdq_next <global>: [bind-key/0x55b5d87e6490] (0), flags 0
1773899509.633876 cmdq_fire_command <global>: (1920) bind-key -T copy-mode M-r { send-keys -X middle-line }
1773899509.633877 cmd_find_best_session: 0 sessions to try
1773899509.633879 cmd_find_current_client: no target, return (nil)
1773899509.633880 cmd_find_best_session: 0 sessions to try
1773899509.633882 cmd_find_current_client: no target, return (nil)
1773899509.633883 cmd_find_best_session: 0 sessions to try
1773899509.633884 cmd_find_best_session: 0 sessions to try
1773899509.633887 key_bindings_add: 0x100000000072 M-r = send-keys -X middle-line
1773899509.633889 cmd_find_best_session: 0 sessions to try
1773899509.633891 cmdq_next <global>: [bind-key/0x55b5d87e6ab0] (0), flags 0
1773899509.633894 cmdq_fire_command <global>: (1928) bind-key -T copy-mode M-v { send-keys -X page-up }
1773899509.633895 cmd_find_best_session: 0 sessions to try
1773899509.633897 cmd_find_current_client: no target, return (nil)
1773899509.633898 cmd_find_best_session: 0 sessions to try
1773899509.633900 cmd_find_current_client: no target, return (nil)
1773899509.633901 cmd_find_best_session: 0 sessions to try
1773899509.633903 cmd_find_best_session: 0 sessions to try
1773899509.633905 key_bindings_add: 0x100000000076 M-v = send-keys -X page-up
1773899509.633907 cmd_find_best_session: 0 sessions to try
1773899509.633909 cmdq_next <global>: [bind-key/0x55b5d87e60c0] (0), flags 0
1773899509.633912 cmdq_fire_command <global>: (1936) bind-key -T copy-mode M-w { send-keys -X copy-pipe-and-cancel }
1773899509.633914 cmd_find_best_session: 0 sessions to try
1773899509.633915 cmd_find_current_client: no target, return (nil)
1773899509.633916 cmd_find_best_session: 0 sessions to try
1773899509.633918 cmd_find_current_client: no target, return (nil)
1773899509.633919 cmd_find_best_session: 0 sessions to try
1773899509.633920 cmd_find_best_session: 0 sessions to try
1773899509.633923 key_bindings_add: 0x100000000077 M-w = send-keys -X copy-pipe-and-cancel
1773899509.633925 cmd_find_best_session: 0 sessions to try
1773899509.633927 cmdq_next <global>: [bind-key/0x55b5d87e6800] (0), flags 0
1773899509.633930 cmdq_fire_command <global>: (1944) bind-key -T copy-mode M-x { send-keys -X jump-to-mark }
1773899509.633931 cmd_find_best_session: 0 sessions to try
1773899509.633933 cmd_find_current_client: no target, return (nil)
1773899509.633934 cmd_find_best_session: 0 sessions to try
1773899509.633936 cmd_find_current_client: no target, return (nil)
1773899509.633937 cmd_find_best_session: 0 sessions to try
1773899509.633938 cmd_find_best_session: 0 sessions to try
1773899509.633941 key_bindings_add: 0x100000000078 M-x = send-keys -X jump-to-mark
1773899509.633943 cmd_find_best_session: 0 sessions to try
1773899509.633945 cmdq_next <global>: [bind-key/0x55b5d87e7620] (0), flags 0
1773899509.633948 cmdq_fire_command <global>: (1952) bind-key -T copy-mode "M-{" { send-keys -X previous-paragraph }
1773899509.633950 cmd_find_best_session: 0 sessions to try
1773899509.633951 cmd_find_current_client: no target, return (nil)
1773899509.633952 cmd_find_best_session: 0 sessions to try
1773899509.633954 cmd_find_current_client: no target, return (nil)
1773899509.633955 cmd_find_best_session: 0 sessions to try
1773899509.633957 cmd_find_best_session: 0 sessions to try
1773899509.633959 key_bindings_add: 0x10000000007b M-{ = send-keys -X previous-paragraph
1773899509.633961 cmd_find_best_session: 0 sessions to try
1773899509.633963 cmdq_next <global>: [bind-key/0x55b5d87e79e0] (0), flags 0
1773899509.633966 cmdq_fire_command <global>: (1960) bind-key -T copy-mode "M-}" { send-keys -X next-paragraph }
1773899509.633968 cmd_find_best_session: 0 sessions to try
1773899509.633969 cmd_find_current_client: no target, return (nil)
